timestamp,datetime_utc,aqi,pm2_5,pm10,co,no,no2,o3,so2,nh3,hour,day_of_week,month,hour_sin,hour_cos,month_sin,month_cos
1606435200,2020-11-27T00:00:00+00:00,170.4,83.23,103.26,1094.82,0.0,18.34,43.99,6.32,3.58,0,4,11,0.0,1.0,-0.5000000000000004,0.8660254037844384
1606438800,2020-11-27T01:00:00+00:00,173.2,87.24,107.03,1148.22,0.01,21.08,40.05,7.03,3.83,1,4,11,0.2588190451025207,0.9659258262890684,-0.5000000000000004,0.8660254037844384
1606442400,2020-11-27T02:00:00+00:00,183.3,101.58,125.56,1455.31,0.14,34.27,26.82,9.42,6.59,2,4,11,0.4999999999999999,0.8660254037844387,-0.5000000000000004,0.8660254037844384
1606446000,2020-11-27T03:00:00+00:00,191.9,113.79,142.9,1789.09,4.81,45.93,16.27,12.4,9.12,3,4,11,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384
1606449600,2020-11-27T04:00:00+00:00,191.3,113.05,144.72,1842.5,11.74,39.76,30.4,14.9,11.15,4,4,11,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384
1606453200,2020-11-27T05:00:00+00:00,190.8,112.32,146.78,1789.09,11.06,34.96,51.5,15.97,14.06,5,4,11,0.9659258262890684,0.2588190451025207,-0.5000000000000004,0.8660254037844384
1606456800,2020-11-27T06:00:00+00:00,188.4,108.82,143.28,1602.17,7.1,29.82,84.4,16.93,14.19,6,4,11,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384
1606460400,2020-11-27T07:00:00+00:00,162.6,72.05,91.62,1054.76,3.05,18.51,125.89,22.89,8.99,7,4,11,0.9659258262890684,-0.2588190451025206,-0.5000000000000004,0.8660254037844384
1606464000,2020-11-27T08:00:00+00:00,153.8,59.46,74.36,867.84,2.07,14.74,143.05,24.32,7.85,8,4,11,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384
1606467600,2020-11-27T09:00:00+00:00,148.0,54.58,67.97,794.41,1.57,13.54,151.63,24.32,8.23,9,4,11,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384
1606471200,2020-11-27T10:00:00+00:00,155.2,61.53,79.0,1134.87,2.91,28.1,131.61,20.98,12.54,10,4,11,0.4999999999999999,-0.8660254037844387,-0.5000000000000004,0.8660254037844384
1606474800,2020-11-27T11:00:00+00:00,165.3,75.94,101.56,1695.63,4.14,55.52,90.12,20.03,17.73,11,4,11,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384
1606478400,2020-11-27T12:00:00+00:00,174.0,88.36,121.89,2323.15,2.1,94.59,35.41,19.55,22.04,12,4,11,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384
1606482000,2020-11-27T13:00:00+00:00,182.2,100.04,140.09,2750.4,7.49,108.3,3.26,17.17,25.33,13,4,11,-0.2588190451025208,-0.9659258262890684,-0.5000000000000004,0.8660254037844384
1606485600,2020-11-27T14:00:00+00:00,192.6,114.78,161.35,2883.91,13.19,98.71,0.54,15.14,29.39,14,4,11,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384
1606489200,2020-11-27T15:00:00+00:00,206.2,130.78,184.33,2910.61,10.62,90.48,0.91,13.71,31.92,15,4,11,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384
1606492800,2020-11-27T16:00:00+00:00,218.6,143.21,200.49,2857.21,5.42,85.0,2.91,12.28,31.67,16,4,11,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384
1606496400,2020-11-27T17:00:00+00:00,224.9,149.6,208.74,2750.4,1.76,75.4,8.85,10.97,28.37,17,4,11,-0.9659258262890684,-0.2588190451025206,-0.5000000000000004,0.8660254037844384
1606500000,2020-11-27T18:00:00+00:00,218.7,143.36,201.11,2536.77,0.43,63.75,17.7,9.18,20.77,18,4,11,-1.0,-1.8369701987210287e-16,-0.5000000000000004,0.8660254037844384
1606503600,2020-11-27T19:00:00+00:00,203.9,128.46,178.29,2243.04,0.06,50.72,28.25,6.86,13.43,19,4,11,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384
1606507200,2020-11-27T20:00:00+00:00,194.2,117.18,157.24,1976.01,0.0,37.7,38.62,5.31,10.39,20,4,11,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384
1606510800,2020-11-27T21:00:00+00:00,191.0,112.59,144.73,1815.8,0.0,28.79,43.99,4.53,9.37,21,4,11,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384
1606514400,2020-11-27T22:00:00+00:00,191.1,112.68,139.7,1762.39,0.0,24.68,42.92,4.05,8.61,22,4,11,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384
1606518000,2020-11-27T23:00:00+00:00,194.4,117.43,142.59,1789.09,0.0,23.99,37.55,3.82,7.41,23,4,11,-0.2588190451025215,0.965925826289068,-0.5000000000000004,0.8660254037844384
1606521600,2020-11-28T00:00:00+00:00,199.9,125.2,150.36,1895.9,0.03,26.05,29.68,3.93,6.52,0,5,11,0.0,1.0,-0.5000000000000004,0.8660254037844384
1606525200,2020-11-28T01:00:00+00:00,211.0,135.62,162.64,2082.82,0.18,32.22,20.56,4.53,7.09,1,5,11,0.2588190451025207,0.9659258262890684,-0.5000000000000004,0.8660254037844384
1606528800,2020-11-28T02:00:00+00:00,240.7,165.57,199.58,2696.99,6.76,48.67,3.71,7.09,11.91,2,5,11,0.4999999999999999,0.8660254037844387,-0.5000000000000004,0.8660254037844384
1606532400,2020-11-28T03:00:00+00:00,274.9,200.11,240.64,3578.19,35.76,52.09,2.08,9.89,16.47,3,5,11,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384
1606536000,2020-11-28T04:00:00+00:00,293.9,219.24,262.1,4165.65,55.43,58.26,9.39,12.16,20.77,4,5,11,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384
1606539600,2020-11-28T05:00:00+00:00,316.0,240.63,289.08,4486.08,52.3,74.71,23.96,14.07,25.08,5,5,11,0.9659258262890684,0.2588190451025207,-0.5000000000000004,0.8660254037844384
1606543200,2020-11-28T06:00:00+00:00,325.7,250.38,301.15,4112.24,27.72,83.63,65.8,15.02,23.81,6,5,11,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384
1606546800,2020-11-28T07:00:00+00:00,212.1,136.73,159.33,2136.23,4.64,37.01,167.37,27.42,11.27,7,5,11,0.9659258262890684,-0.2588190451025206,-0.5000000000000004,0.8660254037844384
1606550400,2020-11-28T08:00:00+00:00,202.0,126.5,147.25,1895.9,2.91,31.53,200.27,32.9,10.26,8,5,11,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384
1606554000,2020-11-28T09:00:00+00:00,194.7,117.78,137.82,1789.09,2.1,31.53,214.58,37.19,10.26,9,5,11,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384
1606557600,2020-11-28T10:00:00+00:00,228.5,153.25,184.01,2830.51,5.48,82.25,141.62,36.24,19.76,10,5,11,0.4999999999999999,-0.8660254037844387,-0.5000000000000004,0.8660254037844384
1606561200,2020-11-28T11:00:00+00:00,296.1,221.42,270.33,4699.71,16.09,163.14,43.99,35.29,32.93,11,5,11,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384
1606564800,2020-11-28T12:00:00+00:00,347.3,272.22,336.51,6675.72,69.74,211.12,2.19,40.05,50.16,12,5,11,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384
1606568400,2020-11-28T13:00:00+00:00,383.0,308.26,386.52,8224.49,139.48,219.35,0.0,46.25,69.92,13,5,11,-0.2588190451025208,-0.9659258262890684,-0.5000000000000004,0.8660254037844384
1606572000,2020-11-28T14:00:00+00:00,412.1,345.1,440.12,8651.73,166.3,200.15,0.0,46.73,85.12,14,5,11,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384
1606575600,2020-11-28T15:00:00+00:00,429.6,376.09,488.81,8117.68,153.78,167.25,0.0,40.53,87.14,15,5,11,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384
1606579200,2020-11-28T16:00:00+00:00,446.8,406.49,531.31,7690.43,134.11,135.72,0.0,30.28,78.02,16,5,11,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384
1606582800,2020-11-28T17:00:00+00:00,468.5,444.8,573.34,7583.62,128.75,112.41,0.0,21.7,65.86,17,5,11,-0.9659258262890684,-0.2588190451025206,-0.5000000000000004,0.8660254037844384
1606586400,2020-11-28T18:00:00+00:00,480.9,466.64,591.45,7476.81,126.96,95.96,0.0,15.97,52.69,18,5,11,-1.0,-1.8369701987210287e-16,-0.5000000000000004,0.8660254037844384
1606590000,2020-11-28T19:00:00+00:00,479.3,463.85,571.9,7476.81,126.96,89.11,0.0,11.21,38.51,19,5,11,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384
1606593600,2020-11-28T20:00:00+00:00,471.9,450.75,544.84,7263.18,121.59,87.74,0.0,8.23,28.37,20,5,11,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384
1606597200,2020-11-28T21:00:00+00:00,460.3,430.23,515.01,7049.56,110.87,87.05,0.0,7.45,21.53,21,5,11,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384
1606600800,2020-11-28T22:00:00+00:00,435.0,385.58,463.84,6248.47,88.51,82.94,0.0,7.75,18.49,22,5,11,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384
1606604400,2020-11-28T23:00:00+00:00,406.8,335.78,407.51,5340.58,67.06,74.03,0.0,7.99,17.73,23,5,11,-0.2588190451025215,0.965925826289068,-0.5000000000000004,0.8660254037844384
1606608000,2020-11-29T00:00:00+00:00,380.1,305.33,371.48,4753.11,54.99,64.43,0.0,8.58,17.99,0,6,11,0.0,1.0,-0.5000000000000004,0.8660254037844384
1606611600,2020-11-29T01:00:00+00:00,371.8,296.92,362.14,4592.9,55.43,56.21,0.0,9.3,18.24,1,6,11,0.2588190451025207,0.9659258262890684,-0.5000000000000004,0.8660254037844384
1606615200,2020-11-29T02:00:00+00:00,413.6,347.77,420.44,5607.61,89.41,51.41,0.0,11.68,21.03,2,6,11,0.4999999999999999,0.8660254037844387,-0.5000000000000004,0.8660254037844384
1606618800,2020-11-29T03:00:00+00:00,465.9,440.12,523.03,7797.24,166.3,54.84,0.23,14.78,25.33,3,6,11,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384
1606622400,2020-11-29T04:00:00+00:00,447.3,407.23,471.52,7904.05,168.09,69.23,2.21,16.21,30.4,4,6,11,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384
1606626000,2020-11-29T05:00:00+00:00,481.7,468.05,536.99,9185.79,187.76,104.19,7.06,19.31,40.03,5,6,11,0.9659258262890684,0.2588190451025207,-0.5000000000000004,0.8660254037844384
1606629600,2020-11-29T06:00:00+00:00,500.0,553.01,624.75,9933.47,141.26,189.19,25.75,22.41,42.05,6,6,11,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384
1606633200,2020-11-29T07:00:00+00:00,281.2,206.41,228.32,3204.35,12.41,90.48,135.9,59.13,15.96,7,6,11,0.9659258262890684,-0.2588190451025206,-0.5000000000000004,0.8660254037844384
1606636800,2020-11-29T08:00:00+00:00,256.3,181.35,198.83,2563.48,6.87,70.6,171.66,76.29,12.29,8,6,11,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384
1606640400,2020-11-29T09:00:00+00:00,267.7,192.83,209.61,2403.26,4.47,67.17,197.41,89.65,11.27,9,6,11,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384
1606644000,2020-11-29T10:00:00+00:00,325.7,250.44,278.17,3471.37,7.26,115.16,137.33,78.2,20.77,10,6,11,0.4999999999999999,-0.8660254037844387,-0.5000000000000004,0.8660254037844384
1606647600,2020-11-29T11:00:00+00:00,402.1,327.38,373.04,5126.95,16.54,180.96,43.27,55.79,30.91,11,6,11,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384
1606651200,2020-11-29T12:00:00+00:00,429.9,376.51,439.86,6408.69,53.64,200.15,2.26,42.92,40.03,12,6,11,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384
1606654800,2020-11-29T13:00:00+00:00,429.9,376.49,456.62,6195.07,76.0,169.99,0.0,37.19,59.78,13,6,11,-0.2588190451025208,-0.9659258262890684,-0.5000000000000004,0.8660254037844384
1606658400,2020-11-29T14:00:00+00:00,423.8,365.77,460.8,5500.79,70.63,132.98,0.0,34.81,84.1,14,6,11,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384
1606662000,2020-11-29T15:00:00+00:00,425.9,369.54,477.62,5073.55,61.69,105.56,0.0,33.85,103.35,15,6,11,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384
1606665600,2020-11-29T16:00:00+00:00,428.9,374.86,483.88,4699.71,48.28,85.68,0.0,32.42,115.51,16,6,11,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384
1606669200,2020-11-29T17:00:00+00:00,431.5,379.32,487.41,4486.08,39.34,71.29,0.0,29.8,115.51,17,6,11,-0.9659258262890684,-0.2588190451025206,-0.5000000000000004,0.8660254037844384
1606672800,2020-11-29T18:00:00+00:00,428.4,373.85,479.14,4219.06,34.87,61.69,0.0,25.99,106.39,18,6,11,-1.0,-1.8369701987210287e-16,-0.5000000000000004,0.8660254037844384
1606676400,2020-11-29T19:00:00+00:00,418.2,355.8,452.71,3898.62,29.5,56.89,0.01,20.74,86.13,19,6,11,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384
1606680000,2020-11-29T20:00:00+00:00,414.4,349.09,439.48,3578.19,22.13,51.41,0.04,15.74,62.32,20,6,11,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384
1606683600,2020-11-29T21:00:00+00:00,420.9,360.58,447.25,3364.56,14.08,45.93,0.2,11.44,40.03,21,6,11,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384
1606687200,2020-11-29T22:00:00+00:00,439.8,394.05,479.78,3337.86,8.05,41.13,0.65,8.23,22.55,22,6,11,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384
1606690800,2020-11-29T23:00:00+00:00,467.0,442.02,526.83,3524.78,5.25,40.44,1.22,7.39,16.97,23,6,11,-0.2588190451025215,0.965925826289068,-0.5000000000000004,0.8660254037844384
1606694400,2020-11-30T00:00:00+00:00,493.8,489.48,570.56,3845.22,5.14,42.5,1.32,7.63,16.21,0,0,11,0.0,1.0,-0.5000000000000004,0.8660254037844384
1606698000,2020-11-30T01:00:00+00:00,500.0,528.3,606.58,4219.06,9.84,46.61,0.54,8.46,17.23,1,0,11,0.2588190451025207,0.9659258262890684,-0.5000000000000004,0.8660254037844384
1606701600,2020-11-30T02:00:00+00:00,500.0,615.85,706.23,5607.61,45.15,52.78,0.01,12.99,23.05,2,0,11,0.4999999999999999,0.8660254037844387,-0.5000000000000004,0.8660254037844384
1606705200,2020-11-30T03:00:00+00:00,500.0,758.78,869.65,8544.92,135.9,65.8,0.3,18.84,27.87,3,0,11,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384
1606708800,2020-11-30T04:00:00+00:00,500.0,780.92,887.15,10040.28,177.03,98.71,3.0,23.13,29.64,4,0,11,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384
1606712400,2020-11-30T05:00:00+00:00,500.0,809.27,915.5,10467.53,144.84,156.28,13.05,25.27,38.51,5,0,11,0.9659258262890684,0.2588190451025207,-0.5000000000000004,0.8660254037844384
1606716000,2020-11-30T06:00:00+00:00,500.0,847.0,952.3,10040.28,67.95,219.35,57.22,26.46,40.03,6,0,11,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384
1606719600,2020-11-30T07:00:00+00:00,419.6,358.37,388.73,3017.43,3.69,53.47,234.6,53.88,14.69,7,0,11,0.9659258262890684,-0.2588190451025206,-0.5000000000000004,0.8660254037844384
1606723200,2020-11-30T08:00:00+00:00,392.6,317.96,343.48,2349.85,1.98,34.27,271.8,58.17,12.16,8,0,11,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384
1606726800,2020-11-30T09:00:00+00:00,391.6,316.91,343.39,2162.93,1.3,28.45,294.69,58.17,12.03,9,0,11,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384
1606730400,2020-11-30T10:00:00+00:00,425.8,369.26,413.2,3417.97,4.3,87.74,203.13,47.21,25.08,10,0,11,0.4999999999999999,-0.8660254037844387,-0.5000000000000004,0.8660254037844384
1606734000,2020-11-30T11:00:00+00:00,481.1,467.0,537.95,5714.42,11.4,189.19,73.67,45.78,47.12,11,0,11,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384
1606737600,2020-11-30T12:00:00+00:00,500.0,567.33,662.51,8651.73,66.16,271.44,3.62,57.7,76.0,12,0,11,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384
1606741200,2020-11-30T13:00:00+00:00,500.0,658.02,779.29,11001.59,151.99,287.89,0.0,70.57,107.41,13,0,11,-0.2588190451025208,-0.9659258262890684,-0.5000000000000004,0.8660254037844384
1606744800,2020-11-30T14:00:00+00:00,500.0,711.27,862.35,11322.02,184.18,252.25,0.0,74.39,133.75,14,0,11,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384
1606748400,2020-11-30T15:00:00+00:00,500.0,722.61,901.63,10040.28,168.09,194.67,0.0,69.62,145.91,15,0,11,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384
1606752000,2020-11-30T16:00:00+00:00,500.0,693.56,876.34,8331.3,123.38,141.2,0.0,55.79,137.81,16,0,11,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384
1606755600,2020-11-30T17:00:00+00:00,500.0,654.62,822.54,6942.75,86.73,108.3,0.0,42.92,115.51,17,0,11,-0.9659258262890684,-0.2588190451025206,-0.5000000000000004,0.8660254037844384
1606759200,2020-11-30T18:00:00+00:00,500.0,590.04,733.8,5928.04,58.12,90.48,0.0,30.99,82.08,18,0,11,-1.0,-1.8369701987210287e-16,-0.5000000000000004,0.8660254037844384
1606762800,2020-11-30T19:00:00+00:00,500.0,518.57,630.7,5020.14,38.0,84.31,0.0,19.31,45.6,19,0,11,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384
1606766400,2020-11-30T20:00:00+00:00,482.6,469.61,558.47,4379.27,24.14,77.46,0.04,11.21,23.05,20,0,11,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384
1606770000,2020-11-30T21:00:00+00:00,467.8,443.44,517.4,4005.43,15.42,68.55,0.14,7.87,16.21,21,0,11,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384
1606773600,2020-11-30T22:00:00+00:00,463.4,435.67,503.09,3845.22,12.96,58.26,0.18,6.44,13.3,22,0,11,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384
1606777200,2020-11-30T23:00:00+00:00,465.3,439.16,504.73,3791.81,12.85,50.72,0.16,6.2,10.13,23,0,11,-0.2588190451025215,0.965925826289068,-0.5000000000000004,0.8660254037844384
1606780800,2020-12-01T00:00:00+00:00,471.6,450.23,514.88,3845.22,15.2,45.93,0.09,6.68,9.63,0,1,12,0.0,1.0,-2.4492935982947064e-16,1.0
1606784400,2020-12-01T01:00:00+00:00,484.6,473.25,539.77,4112.24,22.58,43.18,0.03,8.35,12.29,1,1,12,0.2588190451025207,0.9659258262890684,-2.4492935982947064e-16,1.0
1606788000,2020-12-01T02:00:00+00:00,500.0,572.67,655.02,5714.42,62.59,47.3,0.0,13.35,19.51,2,1,12,0.4999999999999999,0.8660254037844387,-2.4492935982947064e-16,1.0
1606791600,2020-12-01T03:00:00+00:00,500.0,749.79,855.39,9078.98,157.36,63.06,0.26,19.31,24.57,3,1,12,0.7071067811865476,0.7071067811865476,-2.4492935982947064e-16,1.0
1606795200,2020-12-01T04:00:00+00:00,500.0,801.7,904.48,10787.96,198.48,100.08,2.95,24.08,28.88,4,1,12,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0
1606798800,2020-12-01T05:00:00+00:00,500.0,868.49,973.09,11962.89,177.03,175.48,12.34,29.56,44.08,5,1,12,0.9659258262890684,0.2588190451025207,-2.4492935982947064e-16,1.0
1606802400,2020-12-01T06:00:00+00:00,500.0,987.44,1092.03,12817.38,98.35,293.37,54.36,34.81,46.1,6,1,12,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0
1606806000,2020-12-01T07:00:00+00:00,414.2,348.78,376.99,3578.19,6.71,85.68,217.44,79.16,12.29,7,1,12,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0
1606809600,2020-12-01T08:00:00+00:00,380.5,305.69,329.04,2696.99,3.58,58.26,260.35,85.83,8.23,8,1,12,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0
1606813200,2020-12-01T09:00:00+00:00,390.7,316.0,340.76,2483.37,2.18,48.67,297.55,85.83,7.98,9,1,12,0.7071067811865476,-0.7071067811865475,-2.4492935982947064e-16,1.0
1606816800,2020-12-01T10:00:00+00:00,430.0,376.74,421.28,3738.4,4.53,104.19,208.86,67.71,24.32,10,1,12,0.4999999999999999,-0.8660254037844387,-2.4492935982947064e-16,1.0
1606820400,2020-12-01T11:00:00+00:00,481.2,467.14,541.02,5874.63,9.5,191.93,75.1,51.98,43.06,11,1,12,0.258819045102521,-0.9659258262890682,-2.4492935982947064e-16,1.0
1606824000,2020-12-01T12:00:00+00:00,500.0,535.18,633.3,7797.24,46.49,241.28,3.8,52.45,64.34,12,1,12,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0
1606827600,2020-12-01T13:00:00+00:00,500.0,567.72,687.28,8331.3,90.3,224.83,0.0,60.08,96.26,13,1,12,-0.2588190451025208,-0.9659258262890684,-2.4492935982947064e-16,1.0
1606831200,2020-12-01T14:00:00+00:00,500.0,589.97,730.04,8010.86,98.35,194.67,0.0,66.76,133.75,14,1,12,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0
1606834800,2020-12-01T15:00:00+00:00,500.0,619.54,780.1,7690.43,92.09,168.62,0.0,70.57,168.2,15,1,12,-0.7071067811865471,-0.7071067811865479,-2.4492935982947064e-16,1.0
1606838400,2020-12-01T16:00:00+00:00,500.0,628.92,791.35,7156.37,72.42,143.95,0.0,69.62,188.47,16,1,12,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0
1606842000,2020-12-01T17:00:00+00:00,500.0,607.68,760.79,6462.1,50.52,119.27,0.0,60.56,182.39,17,1,12,-0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0
1606845600,2020-12-01T18:00:00+00:00,500.0,555.06,693.26,5607.61,33.53,97.33,0.01,46.25,143.89,18,1,12,-1.0,-1.8369701987210287e-16,-2.4492935982947064e-16,1.0
1606849200,2020-12-01T19:00:00+00:00,493.7,489.21,603.2,4646.3,20.34,80.88,0.11,27.42,83.09,19,1,12,-0.9659258262890684,0.2588190451025203,-2.4492935982947064e-16,1.0
1606852800,2020-12-01T20:00:00+00:00,467.4,442.76,535.32,3952.03,9.5,67.17,0.81,16.45,45.6,20,1,12,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0
1606856400,2020-12-01T21:00:00+00:00,457.7,425.73,506.18,3524.78,3.41,54.84,2.86,11.8,29.39,21,1,12,-0.7071067811865477,0.7071067811865474,-2.4492935982947064e-16,1.0
1606860000,2020-12-01T22:00:00+00:00,459.8,429.38,506.12,3471.37,1.75,45.93,4.56,9.66,21.53,22,1,12,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0
1606863600,2020-12-01T23:00:00+00:00,468.9,445.44,524.04,3578.19,1.7,42.5,4.51,8.82,16.97,23,1,12,-0.2588190451025215,0.965925826289068,-2.4492935982947064e-16,1.0
1606867200,2020-12-02T00:00:00+00:00,482.9,470.27,550.73,3845.22,2.96,42.84,2.84,8.82,14.82,0,2,12,0.0,1.0,-2.4492935982947064e-16,1.0
1606870800,2020-12-02T01:00:00+00:00,500.0,507.76,590.08,4325.87,9.28,45.24,0.65,8.94,13.68,1,2,12,0.2588190451025207,0.9659258262890684,-2.4492935982947064e-16,1.0
1606874400,2020-12-02T02:00:00+00:00,500.0,610.45,706.75,5981.45,47.83,50.04,0.01,12.52,17.23,2,2,12,0.4999999999999999,0.8660254037844387,-2.4492935982947064e-16,1.0
1606878000,2020-12-02T03:00:00+00:00,500.0,766.33,879.38,8972.17,128.75,60.32,0.31,16.93,19.0,3,2,12,0.7071067811865476,0.7071067811865476,-2.4492935982947064e-16,1.0
1606881600,2020-12-02T04:00:00+00:00,500.0,732.77,827.21,9292.6,121.59,100.08,4.74,20.5,21.03,4,2,12,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0
1606885200,2020-12-02T05:00:00+00:00,500.0,784.8,885.75,10147.09,107.29,156.28,18.6,23.13,33.95,5,2,12,0.9659258262890684,0.2588190451025207,-2.4492935982947064e-16,1.0
1606888800,2020-12-02T06:00:00+00:00,500.0,838.99,945.54,9933.47,48.28,208.38,80.11,24.32,38.51,6,2,12,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0
1606892400,2020-12-02T07:00:00+00:00,340.5,265.35,292.8,2616.88,4.08,49.35,208.86,50.07,13.17,7,2,12,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0
1606896000,2020-12-02T08:00:00+00:00,291.6,216.9,239.23,1869.2,2.49,33.93,228.88,61.04,10.26,8,2,12,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0
1606899600,2020-12-02T09:00:00+00:00,285.9,211.19,233.53,1668.93,1.7,29.47,246.05,65.8,10.01,9,2,12,0.7071067811865476,-0.7071067811865475,-2.4492935982947064e-16,1.0
1606903200,2020-12-02T10:00:00+00:00,337.3,262.11,301.65,3070.83,6.65,91.85,157.36,56.27,25.33,10,2,12,0.4999999999999999,-0.8660254037844387,-2.4492935982947064e-16,1.0
1606906800,2020-12-02T11:00:00+00:00,406.4,335.02,401.56,5233.76,22.58,175.48,43.99,45.3,41.54,11,2,12,0.258819045102521,-0.9659258262890682,-2.4492935982947064e-16,1.0
1606910400,2020-12-02T12:00:00+00:00,428.9,374.77,464.6,7049.56,81.36,205.64,2.03,41.49,55.22,12,2,12,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0
1606914000,2020-12-02T13:00:00+00:00,446.3,405.48,520.46,8331.3,148.42,194.67,0.0,43.39,73.97,13,2,12,-0.2588190451025208,-0.9659258262890684,-2.4492935982947064e-16,1.0
1606917600,2020-12-02T14:00:00+00:00,472.5,451.81,595.65,9078.98,185.97,169.99,0.0,44.82,91.2,14,2,12,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0
1606921200,2020-12-02T15:00:00+00:00,500.0,510.67,682.44,9506.23,193.12,143.95,0.0,44.35,102.34,15,2,12,-0.7071067811865471,-0.7071067811865479,-2.4492935982947064e-16,1.0
1606924800,2020-12-02T16:00:00+00:00,500.0,580.17,772.42,9826.66,191.33,127.49,0.0,41.96,101.33,16,2,12,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0
